Frame,Wrist_x,Thumb_CMC_x,Thumb_MCP_x,Thumb_IP_x,Thumb_Tip_x,Index_MCP_x,Index_PIP_x,Index_DIP_x,Index_Tip_x,Middle_MCP_x,Middle_PIP_x,Middle_DIP_x,Middle_Tip_x,Ring_MCP_x,Ring_PIP_x,Ring_DIP_x,Ring_Tip_x,Pinky_MCP_x,Pinky_PIP_x,Pinky_DIP_x,Pinky_Tip_x,Wrist_y,Thumb_CMC_y,Thumb_MCP_y,Thumb_IP_y,Thumb_Tip_y,Index_MCP_y,Index_PIP_y,Index_DIP_y,Index_Tip_y,Middle_MCP_y,Middle_PIP_y,Middle_DIP_y,Middle_Tip_y,Ring_MCP_y,Ring_PIP_y,Ring_DIP_y,Ring_Tip_y,Pinky_MCP_y,Pinky_PIP_y,Pinky_DIP_y,Pinky_Tip_y
0,1542.685791015625,110.68484497070312,597.54736328125,171.1482391357422,661.1930541992188,266.6167907714844,696.1981811523438,409.819580078125,740.7501220703125,556.2046508789062,533.9016723632812,425.7309875488281,549.8130493164062,619.850341796875,565.7244873046875,724.86572265625,572.0890502929688,864.88623046875,438.4331359863281,483.0121154785156,454.34454345703125,645.30859375,476.62054443359375,756.6885375976562,533.9016723632812,912.6204833984375,371.60516357421875,492.5589599609375,406.61029052734375,642.1263427734375,438.4331359863281,740.7771606445312,508.4433898925781,871.2507934570312,292.04803466796875,463.91839599609375,317.5063171386719,626.2149047851562,355.6937255859375,693.0429077148438,1514.0452880859375,810.7874145507812
1,1541.0830078125,116.87767791748047,1289.5599365234375,184.5954132080078,657.5276489257812,271.6611022949219,689.774169921875,413.5458984375,992.8917236328125,555.4306640625,544.6647338867188,432.893798828125,564.0126953125,623.1484375,580.1359252929688,719.8880615234375,602.70849609375,871.4468383789062,435.0264892578125,494.1622314453125,444.7004699707031,648.9456787109375,457.59906005859375,755.3592529296875,528.5414428710938,926.2659301757812,373.758056640625,500.6115417480469,399.5552978515625,645.7210083007812,428.5771789550781,739.2359619140625,512.418212890625,877.8961181640625,293.1416931152344,471.58966064453125,312.4896240234375,623.1484375,335.06219482421875,687.6415405273438,1502.3870849609375,806.9537353515625
2,1536.1795654296875,116.33106231689453,1280.9459228515625,187.4087677001953,1200.17578125,274.6405029296875,689.7086181640625,413.56512451171875,990.1735229492188,552.48974609375,531.3992309570312,432.949951171875,557.2456665039062,623.5674438476562,579.8612670898438,720.4915771484375,602.4769287109375,872.3394165039062,437.70587158203125,494.3352355957031,444.16748046875,655.87548828125,453.8598937988281,756.0304565429688,531.3992309570312,930.493896484375,379.5513610839844,510.4892578125,398.9361877441406,649.4138793945312,421.5518493652344,739.8764038085938,505.5527648925781,878.801025390625,292.31964111328125,478.18121337890625,311.7044677734375,623.5674438476562,1545.8719482421875,688.1835327148438,1510.3331298828125,798.0308837890625
3,1537.3358154296875,117.37063598632812,589.3006591796875,178.63821411132812,657.0174560546875,265.7026672363281,698.9373779296875,414.0346984863281,744.0819091796875,555.91748046875,534.4822998046875,417.2593078613281,560.2791748046875,617.18505859375,589.3006591796875,720.37255859375,608.6483154296875,865.47998046875,431.2947998046875,481.7514953613281,453.8670654296875,649.43115234375,476.4393310546875,752.61865234375,531.2576904296875,920.29833984375,363.5780029296875,494.6499328613281,395.8240966796875,642.98193359375,418.3963623046875,736.49560546875,482.8885498046875,871.92919921875,289.4119873046875,465.6284484863281,308.7596435546875,620.40966796875,334.5565185546875,681.67724609375,1511.5389404296875,804.21240234375
4,1538.9794921875,113.5432357788086,1278.69482421875,184.23780822753906,661.7239990234375,267.78594970703125,690.64453125,409.17510986328125,754.9122924804688,553.7776489257812,533.1884155273438,434.8822326660156,549.25537109375,627.6856079101562,574.9624633789062,724.0872802734375,587.8160400390625,865.4764404296875,440.0000915527344,495.9366149902344,452.8536682128906,653.3927612304688,475.3473815917969,756.22119140625,536.4017944335938,923.3175048828125,375.7322998046875,505.5768127441406,417.5063781738281,650.1793212890625,456.0670471191406,740.1542358398438,520.3348388671875,875.1166381835938,295.3975524902344,486.29644775390625,314.6778869628906,627.6856079101562,343.5984191894531,698.3801879882812,1506.8455810546875,810.8488159179688
5,1534.4696044921875,120.70466613769531,596.3292236328125,181.53970336914062,657.164306640625,267.989501953125,689.1827392578125,408.8706359863281,746.81591796875,546.5499267578125,535.4942016601562,424.8798522949219,557.9071044921875,620.1923828125,586.7236938476562,716.2476806640625,621.9439697265625,869.9362182617188,439.4388732910156,492.11859130859375,449.0444030761719,645.80712890625,465.0536193847656,745.0642700195312,522.6868286132812,927.5693969726562,378.6038513183594,501.72412109375,407.4204406738281,636.2015991210938,426.6315002441406,729.0550537109375,484.26470947265625,869.9362182617188,292.154052734375,472.90753173828125,311.3651123046875,613.7886962890625,336.9798583984375,674.6237182617188,1512.056640625,789.89013671875
6,1539.8828125,114.59202575683594,1272.454345703125,185.4766845703125,660.2687377929688,266.0274353027344,686.044921875,411.0187683105469,988.9157104492188,549.5660400390625,537.8316040039062,427.12890625,553.9417114257812,623.6727294921875,570.0518798828125,720.3336181640625,579.7179565429688,865.324951171875,441.1706848144531,488.34747314453125,450.8367919921875,649.448974609375,479.8350524902344,752.5538940429688,537.8316040039062,926.5435180664062,373.508056640625,501.235595703125,405.7283630371094,643.0048828125,441.1706848144531,736.4437866210938,502.3892517089844,871.7689819335938,286.5132751464844,472.2373352050781,312.2895202636719,623.6727294921875,338.06573486328125,684.8912963867188,1514.1065673828125,804.1063842773438
7,1539.1768798828125,121.98491668701172,1294.0792236328125,180.0343475341797,1203.7801513671875,267.1084899902344,1129.6058349609375,412.2320861816406,1003.8320922851562,550.9057006835938,536.211669921875,434.8068542480469,552.3365478515625,625.0800170898438,571.6863403320312,721.8290405273438,581.3612670898438,873.402587890625,413.66290283203125,496.0812683105469,442.6876220703125,650.8797607421875,458.81243896484375,754.0787353515625,536.211669921875,928.22705078125,365.2883605957031,512.2061157226562,397.5380554199219,644.4298095703125,426.5627746582031,734.7289428710938,507.1869812011719,873.402587890625,291.1141052246094,483.1813659667969,310.4638977050781,625.0800170898438,329.813720703125,686.3543701171875,1516.60205078125,812.128173828125
8,1538.544921875,119.28047180175781,601.8379516601562,189.61341857910156,659.383056640625,266.34027099609375,694.549560546875,413.40008544921875,752.0946655273438,554.0659790039062,537.8988647460938,432.5818176269531,550.6867065429688,630.7928466796875,569.868408203125,729.8983764648438,592.2470703125,873.76123046875,445.187255859375,499.7178039550781,451.5811767578125,656.3684692382812,473.9598388671875,761.867919921875,537.8988647460938,924.9124755859375,381.24822998046875,509.30865478515625,416.4147033691406,653.1715087890625,441.9903259277344,749.080078125,502.732421875,876.9581909179688,294.9305114746094,483.7330322265625,317.3091735839844,633.9898071289062,1541.741943359375,704.32275390625,1503.3785400390625,813.0191040039062
9,1539.1162109375,120.16349792480469,595.201416015625,184.59454345703125,656.4109497070312,271.5764465332031,695.0695190429688,413.3247375488281,746.6143798828125,561.5161743164062,546.878173828125,426.2109680175781,556.5427856445312,622.7256469726562,579.0936889648438,722.59375,601.64453125,870.78515625,447.0100402832031,493.8635559082031,450.2315979003906,651.7196044921875,472.7824401855469,751.5877075195312,530.7703857421875,922.3299560546875,379.3574523925781,503.5281982421875,398.6867370605469,642.054931640625,421.23760986328125,738.7015380859375,495.33331298828125,874.0067138671875,298.8186340332031,471.31268310546875,311.704833984375,622.7256469726562,343.9203796386719,683.9351196289062,1506.900634765625,803.132568359375
10,1650.05322265625,128.98992919921875,1315.658447265625,171.1658477783203,1213.231201171875,270.58050537109375,695.0699462890625,409.15850830078125,1026.4521484375,550.7490844726562,532.3914184570312,439.2841796875,1255.4071044921875,632.08837890625,643.8563232421875,725.4779052734375,643.8563232421875,879.1187133789062,426.9516296386719,508.57318115234375,457.0772705078125,659.201416015625,484.19036865234375,764.6412353515625,520.3411254882812,909.244384765625,363.687744140625,508.57318115234375,375.7380065917969,653.1763305664062,1650.05322265625,743.5532836914062,487.20294189453125,879.1187133789062,1650.05322265625,466.3972473144531,303.43646240234375,617.0255126953125,336.5746765136719,686.3145141601562,1650.05322265625,776.6914672851562
