Frame,Tremor_Amplitude
2,32.6822749651095
3,35.07573029179858
4,12.836202755833627
5,26.667281981249307
6,50.64284340899838
7,23.458132319965372
8,60.53822840113774
9,35.4234672938933
10,51.607407177619294
11,2.7011310419564505
12,11.386140983266715
13,21.73166494665363
14,30.29360904769847
15,32.47427594651444
16,3.4534975982835308
17,1.8076427339832564
18,32.24875991674967
19,45.592056019770325
20,36.77892322253852
21,50.96028764590605
22,28.02348440290455
23,20.037214319759112
24,54.266598174838585
25,26.430618888356726
26,28.827306983156525
27,20.66404199008162
28,24.142631165832455
29,26.186170617861595
30,49.032423240234394
31,29.35432983182443
32,3.947187537201308
33,31.458704208058272
34,30.150840191888296
35,38.04152669770304
36,27.0124291473755
37,29.962492446475885
38,22.984819356978477
39,26.786269191391906
40,37.551820682928344
41,44.433670137873165
42,47.40762969949133
43,15.746978993912034
44,22.98533259249039
45,22.051880059839306
46,47.12829581190591
47,32.79691942698662
48,30.354095838338804
49,32.12259210786229
50,33.61902715959783
51,26.701602677281823
52,29.47093548561241
53,24.06966797283479
54,11.918569045392701
55,5.5111621682156695
56,13.675082947519202
57,9.4568869974242
58,2.18082235042717
59,8.951332021974242
60,1.609026962739028
61,17.78393047880743
62,7.525057039599755
63,16.39535092534972
64,12.4417493085642
65,37.3458064054712
66,14.605163120910364
67,29.543289907951216
68,22.420394684454333
69,22.541356364105148
70,28.89039343276639
71,29.919494325148396
72,11.714795784816458
73,16.043957134612885
74,15.460691896936195
75,2.462380199791901
76,5.120983523397767
77,12.735317959754738
78,25.110639520593498
79,21.663707427679707
80,1.6756461145046715
81,13.164376717424668
82,13.658326402571214
83,6.061597083770146
84,1.4004965177400184
85,20.767166406811903
86,20.779664898356565
87,54.55034574650511
88,39.28004751797322
89,25.52176055941939
90,21.777057181300062
91,18.46639017160601
92,3.6453435458920773
93,4.7463437716412
94,29.326185513088642
95,21.210182376276343
96,2.8253650701302386
97,33.228780722867675
98,42.693287794554955
99,14.72485978951683
100,22.295764288618642
101,21.454318741427
102,21.01352173914032
103,14.906334069577786
104,18.773292435571125
105,26.49131208679984
106,21.874233585270385
107,35.31018113496275
108,38.2568789985953
109,13.948853316445422
110,1.1954217938028422
111,52.93569481903403
112,5.523171381314597
113,4.00254651925686
114,30.47887689968714
115,44.55560226254463
116,28.61731360963153
117,22.988370451127043
118,29.565223915901235
119,6.168670201328872
120,13.838946322662371
121,21.09209317713773
122,24.360036798513686
123,23.48242419566885
124,24.475813249286986
125,2.277228079153719
126,6.794991266424512
127,1.7845034445612638
128,26.222743578152024
