Frame,Wrist_x,Thumb_CMC_x,Thumb_MCP_x,Thumb_IP_x,Thumb_Tip_x,Index_MCP_x,Index_PIP_x,Index_DIP_x,Index_Tip_x,Middle_MCP_x,Middle_PIP_x,Middle_DIP_x,Middle_Tip_x,Ring_MCP_x,Ring_PIP_x,Ring_DIP_x,Ring_Tip_x,Pinky_MCP_x,Pinky_PIP_x,Pinky_DIP_x,Pinky_Tip_x,Wrist_y,Thumb_CMC_y,Thumb_MCP_y,Thumb_IP_y,Thumb_Tip_y,Index_MCP_y,Index_PIP_y,Index_DIP_y,Index_Tip_y,Middle_MCP_y,Middle_PIP_y,Middle_DIP_y,Middle_Tip_y,Ring_MCP_y,Ring_PIP_y,Ring_DIP_y,Ring_Tip_y,Pinky_MCP_y,Pinky_PIP_y,Pinky_DIP_y,Pinky_Tip_y
0,1335.0,947.8125,636.5625,900.9375,828.75,741.5625,866.25,596.25,889.6875,497.8125,683.4375,544.6875,650.625,371.25,645.9375,272.8125,631.875,183.75,575.625,507.1875,570.9375,338.4375,1166.25,230.625,1152.1875,136.875,1297.5,521.25,1292.8125,361.875,1274.0625,258.75,1264.6875,165.0,1391.25,563.4375,1400.625,427.5,1400.625,343.125,1391.25,268.125
1,1344.375,957.1875,716.25,915.0,856.875,769.6875,889.6875,596.25,917.8125,493.125,730.3125,554.0625,674.0625,380.625,660.0,277.5,650.625,188.4375,589.6875,511.875,580.3125,347.8125,594.375,240.0,627.1875,141.5625,528.75,530.625,519.375,380.625,542.8125,272.8125,561.5625,179.0625,1377.1875,577.5,1391.25,446.25,1395.9375,352.5,1386.5625,286.875
2,1344.375,952.5,744.375,915.0,847.5,765.0,889.6875,586.875,917.8125,497.8125,758.4375,544.6875,683.4375,380.625,660.0,277.5,650.625,193.125,594.375,502.5,589.6875,338.4375,608.4375,235.3125,636.5625,146.25,1283.4375,516.5625,1278.75,361.875,542.8125,263.4375,1245.9375,169.6875,1381.875,558.75,1395.9375,427.5,1395.9375,343.125,1386.5625,272.8125
3,1344.375,943.125,1067.8125,910.3125,852.1875,755.625,899.0625,582.1875,931.875,493.125,805.3125,544.6875,650.625,380.625,631.875,277.5,613.125,193.125,1166.25,497.8125,575.625,329.0625,594.375,230.625,617.8125,146.25,1292.8125,502.5,1283.4375,343.125,1269.375,244.6875,1250.625,155.625,1395.9375,535.3125,1405.3125,413.4375,1400.625,329.0625,1386.5625,254.0625
4,1344.375,947.8125,1044.375,905.625,856.875,746.25,894.375,582.1875,922.5,488.4375,786.5625,544.6875,650.625,375.9375,631.875,272.8125,622.5,183.75,1175.625,497.8125,575.625,329.0625,589.6875,230.625,617.8125,141.5625,1297.5,511.875,1297.5,347.8125,1278.75,254.0625,1264.6875,160.3125,1395.9375,544.6875,1405.3125,418.125,1405.3125,333.75,1395.9375,263.4375
5,1344.375,947.8125,1067.8125,905.625,861.5625,741.5625,894.375,582.1875,931.875,483.75,781.875,544.6875,660.0,371.25,641.25,272.8125,631.875,183.75,1180.3125,497.8125,570.9375,329.0625,589.6875,230.625,617.8125,141.5625,1297.5,511.875,1302.1875,352.5,1283.4375,254.0625,1269.375,165.0,1395.9375,554.0625,1405.3125,418.125,1405.3125,338.4375,1395.9375,268.125
6,1344.375,943.125,1095.9375,896.25,866.25,727.5,899.0625,572.8125,941.25,469.6875,758.4375,535.3125,660.0,366.5625,650.625,268.125,641.25,179.0625,585.0,497.8125,575.625,324.375,594.375,230.625,617.8125,141.5625,1302.1875,511.875,1302.1875,352.5,538.125,254.0625,1274.0625,169.6875,1395.9375,554.0625,1405.3125,422.8125,1405.3125,343.125,1395.9375,272.8125
7,1344.375,947.8125,716.25,896.25,866.25,722.8125,899.0625,568.125,941.25,469.6875,781.875,530.625,674.0625,357.1875,660.0,268.125,645.9375,179.0625,585.0,493.125,580.3125,324.375,594.375,230.625,622.5,136.875,1292.8125,511.875,1302.1875,352.5,538.125,258.75,552.1875,169.6875,1391.25,554.0625,1400.625,427.5,1400.625,343.125,1391.25,277.5
8,1335.0,952.5,1044.375,900.9375,870.9375,727.5,899.0625,572.8125,941.25,469.6875,786.5625,530.625,664.6875,357.1875,660.0,263.4375,641.25,179.0625,589.6875,493.125,580.3125,324.375,594.375,230.625,617.8125,136.875,1292.8125,511.875,1297.5,352.5,533.4375,258.75,1274.0625,169.6875,1391.25,554.0625,1400.625,427.5,1400.625,343.125,1395.9375,277.5
9,1335.0,943.125,739.6875,896.25,861.5625,732.1875,894.375,572.8125,941.25,469.6875,786.5625,530.625,697.5,357.1875,660.0,263.4375,645.9375,179.0625,594.375,488.4375,589.6875,319.6875,603.75,230.625,631.875,136.875,1292.8125,511.875,1292.8125,352.5,538.125,258.75,1269.375,169.6875,1391.25,549.375,1395.9375,422.8125,1395.9375,343.125,1386.5625,272.8125
10,1335.0,915.0,645.9375,877.5,814.6875,732.1875,842.8125,596.25,880.3125,502.5,758.4375,530.625,697.5,361.875,683.4375,268.125,674.0625,183.75,1175.625,488.4375,1161.5625,333.75,1147.5,235.3125,641.25,146.25,1292.8125,502.5,1292.8125,352.5,1278.75,258.75,1264.6875,169.6875,1391.25,540.0,1395.9375,418.125,1391.25,343.125,1381.875,277.5
11,1335.0,910.3125,645.9375,872.8125,810.0,722.8125,842.8125,596.25,885.0,502.5,1025.625,521.25,683.4375,352.5,674.0625,263.4375,664.6875,179.0625,1189.6875,488.4375,1170.9375,329.0625,1156.875,230.625,1142.8125,141.5625,1297.5,502.5,1297.5,347.8125,1283.4375,254.0625,1269.375,165.0,1391.25,535.3125,1400.625,418.125,1395.9375,343.125,1386.5625,272.8125
12,1344.375,915.0,636.5625,872.8125,805.3125,727.5,842.8125,600.9375,885.0,507.1875,1025.625,525.9375,683.4375,361.875,674.0625,268.125,674.0625,183.75,1189.6875,493.125,1175.625,329.0625,1156.875,230.625,1142.8125,141.5625,1297.5,507.1875,1297.5,352.5,1283.4375,258.75,1269.375,169.6875,1391.25,540.0,1400.625,418.125,1395.9375,347.8125,1386.5625,282.1875
13,1335.0,900.9375,636.5625,863.4375,810.0,718.125,842.8125,596.25,885.0,502.5,1063.125,521.25,683.4375,357.1875,683.4375,263.4375,683.4375,183.75,1199.0625,488.4375,1180.3125,329.0625,1156.875,230.625,1142.8125,146.25,1306.875,502.5,1297.5,347.8125,1278.75,254.0625,1260.0,169.6875,1395.9375,535.3125,1400.625,418.125,1391.25,343.125,1381.875,268.125
14,1335.0,891.5625,645.9375,854.0625,824.0625,713.4375,847.5,596.25,885.0,502.5,702.1875,521.25,674.0625,357.1875,674.0625,268.125,674.0625,183.75,1199.0625,488.4375,1180.3125,329.0625,1166.25,230.625,636.5625,141.5625,1302.1875,502.5,1297.5,352.5,1278.75,258.75,1264.6875,169.6875,1391.25,535.3125,1400.625,418.125,1391.25,343.125,1381.875,272.8125
15,1339.6875,900.9375,636.5625,854.0625,828.75,722.8125,852.1875,600.9375,889.6875,502.5,1077.1875,521.25,660.0,357.1875,664.6875,268.125,660.0,183.75,1203.75,488.4375,1189.6875,333.75,1175.625,230.625,636.5625,146.25,1306.875,502.5,1302.1875,352.5,1283.4375,263.4375,1269.375,174.375,1400.625,535.3125,1405.3125,418.125,1395.9375,343.125,1386.5625,272.8125
16,1339.6875,891.5625,636.5625,854.0625,824.0625,722.8125,852.1875,600.9375,889.6875,507.1875,1091.25,525.9375,660.0,352.5,660.0,268.125,664.6875,183.75,1217.8125,493.125,580.3125,333.75,603.75,235.3125,631.875,146.25,1320.9375,502.5,1311.5625,357.1875,552.1875,268.125,570.9375,179.0625,1410.0,535.3125,1414.6875,422.8125,1410.0,352.5,1410.0,282.1875
17,1344.375,900.9375,1133.4375,854.0625,828.75,713.4375,852.1875,596.25,880.3125,511.875,1072.5,521.25,631.875,352.5,641.25,263.4375,636.5625,183.75,1213.125,488.4375,1203.75,329.0625,1180.3125,230.625,603.75,141.5625,1320.9375,497.8125,1316.25,343.125,1302.1875,258.75,1283.4375,169.6875,1414.6875,530.625,1428.75,418.125,1424.0625,343.125,1419.375,268.125
18,1344.375,900.9375,636.5625,854.0625,824.0625,708.75,842.8125,591.5625,875.625,502.5,1081.875,511.875,655.3125,343.125,660.0,254.0625,655.3125,174.375,1213.125,483.75,1199.0625,319.6875,1180.3125,221.25,1170.9375,136.875,1320.9375,493.125,1316.25,338.4375,1297.5,249.375,1283.4375,165.0,1410.0,530.625,1424.0625,413.4375,1424.0625,338.4375,1414.6875,268.125
19,1344.375,910.3125,636.5625,863.4375,819.375,708.75,838.125,591.5625,875.625,502.5,1081.875,516.5625,655.3125,347.8125,660.0,263.4375,660.0,179.0625,1213.125,488.4375,1203.75,324.375,1180.3125,225.9375,613.125,141.5625,1320.9375,497.8125,1311.5625,343.125,1297.5,254.0625,1283.4375,169.6875,1410.0,530.625,1424.0625,418.125,1424.0625,343.125,1419.375,268.125
20,1335.0,915.0,636.5625,863.4375,810.0,713.4375,842.8125,591.5625,880.3125,507.1875,1067.8125,521.25,641.25,347.8125,650.625,263.4375,660.0,183.75,1203.75,488.4375,1194.375,324.375,1175.625,221.25,617.8125,141.5625,1306.875,493.125,1306.875,343.125,1292.8125,249.375,1283.4375,169.6875,1405.3125,530.625,1424.0625,408.75,1419.375,338.4375,1414.6875,268.125
21,1339.6875,900.9375,622.5,844.6875,819.375,699.375,847.5,586.875,885.0,507.1875,655.3125,511.875,631.875,347.8125,645.9375,263.4375,660.0,183.75,1217.8125,483.75,561.5625,324.375,580.3125,221.25,613.125,146.25,1320.9375,493.125,1311.5625,343.125,1292.8125,249.375,1278.75,169.6875,1414.6875,525.9375,1428.75,404.0625,1424.0625,333.75,1410.0,268.125
22,1349.0625,910.3125,1124.0625,854.0625,833.4375,708.75,852.1875,586.875,885.0,502.5,1077.1875,511.875,627.1875,347.8125,631.875,263.4375,650.625,183.75,1213.125,483.75,1203.75,319.6875,1180.3125,221.25,599.0625,146.25,1320.9375,488.4375,1311.5625,338.4375,1297.5,244.6875,1283.4375,165.0,1419.375,525.9375,1428.75,404.0625,1424.0625,333.75,1410.0,263.4375
23,1358.4375,915.0,1124.0625,854.0625,856.875,699.375,866.25,586.875,889.6875,502.5,1077.1875,516.5625,608.4375,352.5,617.8125,268.125,641.25,183.75,1213.125,488.4375,1203.75,324.375,1180.3125,221.25,1166.25,141.5625,1320.9375,488.4375,1316.25,338.4375,1302.1875,244.6875,1283.4375,160.3125,1419.375,525.9375,1433.4375,413.4375,1424.0625,333.75,1410.0,263.4375
24,1358.4375,924.375,1124.0625,863.4375,847.5,699.375,866.25,586.875,889.6875,511.875,1077.1875,521.25,631.875,352.5,627.1875,263.4375,641.25,179.0625,1213.125,488.4375,1203.75,324.375,1185.0,221.25,1166.25,136.875,1320.9375,493.125,1320.9375,338.4375,1302.1875,244.6875,1283.4375,160.3125,1419.375,530.625,1433.4375,413.4375,1428.75,333.75,1419.375,263.4375
25,1358.4375,919.6875,636.5625,854.0625,833.4375,708.75,856.875,596.25,894.375,516.5625,1077.1875,521.25,641.25,352.5,636.5625,263.4375,650.625,179.0625,1213.125,493.125,1208.4375,329.0625,1194.375,230.625,1175.625,141.5625,1320.9375,502.5,1320.9375,347.8125,1302.1875,254.0625,1283.4375,169.6875,1419.375,540.0,1428.75,418.125,1428.75,338.4375,1414.6875,268.125
26,1353.75,910.3125,1147.5,849.375,856.875,704.0625,866.25,591.5625,899.0625,511.875,1091.25,511.875,641.25,347.8125,641.25,258.75,660.0,179.0625,1222.5,488.4375,1213.125,324.375,1194.375,225.9375,1180.3125,136.875,1325.625,493.125,1325.625,347.8125,1306.875,254.0625,1292.8125,165.0,1424.0625,530.625,1438.125,413.4375,1428.75,338.4375,1419.375,268.125
27,1358.4375,915.0,1147.5,854.0625,866.25,704.0625,866.25,591.5625,903.75,516.5625,1095.9375,516.5625,641.25,352.5,641.25,263.4375,660.0,179.0625,1222.5,488.4375,1213.125,329.0625,1189.6875,230.625,1170.9375,141.5625,1330.3125,502.5,1325.625,347.8125,1306.875,254.0625,1297.5,165.0,1428.75,530.625,1438.125,418.125,1433.4375,338.4375,1419.375,268.125
28,1358.4375,919.6875,622.5,854.0625,828.75,708.75,866.25,596.25,903.75,516.5625,1086.5625,521.25,636.5625,357.1875,636.5625,268.125,650.625,183.75,1222.5,493.125,1213.125,333.75,1189.6875,230.625,603.75,146.25,1330.3125,502.5,1330.3125,347.8125,1311.5625,258.75,1297.5,169.6875,1428.75,535.3125,1438.125,418.125,1428.75,338.4375,1419.375,268.125
29,1353.75,915.0,1133.4375,854.0625,833.4375,708.75,866.25,596.25,908.4375,511.875,1077.1875,521.25,641.25,357.1875,641.25,272.8125,650.625,188.4375,1222.5,493.125,1213.125,333.75,1189.6875,230.625,1170.9375,150.9375,1330.3125,502.5,1325.625,347.8125,1306.875,254.0625,1283.4375,169.6875,1428.75,530.625,1433.4375,413.4375,1424.0625,333.75,1405.3125,263.4375
30,1358.4375,924.375,636.5625,872.8125,828.75,722.8125,866.25,605.625,903.75,521.25,1077.1875,530.625,650.625,361.875,650.625,272.8125,664.6875,188.4375,1222.5,502.5,1222.5,338.4375,1199.0625,235.3125,617.8125,150.9375,1330.3125,511.875,1325.625,357.1875,1306.875,258.75,1283.4375,174.375,1428.75,544.6875,1433.4375,418.125,1424.0625,343.125,1405.3125,272.8125
31,1353.75,938.4375,1124.0625,872.8125,842.8125,722.8125,875.625,600.9375,908.4375,521.25,1072.5,535.3125,631.875,366.5625,631.875,277.5,641.25,193.125,1213.125,502.5,1208.4375,343.125,1189.6875,235.3125,1180.3125,150.9375,1325.625,507.1875,1325.625,352.5,1311.5625,258.75,1297.5,165.0,1428.75,540.0,1433.4375,418.125,1428.75,343.125,1414.6875,277.5
32,1358.4375,943.125,1124.0625,877.5,856.875,722.8125,885.0,600.9375,917.8125,516.5625,1072.5,535.3125,631.875,366.5625,631.875,277.5,645.9375,193.125,1213.125,502.5,1203.75,333.75,1180.3125,235.3125,1166.25,150.9375,1325.625,507.1875,1325.625,352.5,1311.5625,258.75,1297.5,165.0,1428.75,540.0,1438.125,418.125,1428.75,338.4375,1414.6875,277.5
33,1358.4375,933.75,1124.0625,872.8125,852.1875,722.8125,880.3125,600.9375,908.4375,516.5625,1091.25,530.625,631.875,361.875,641.25,272.8125,660.0,188.4375,1222.5,497.8125,1208.4375,333.75,1185.0,230.625,1166.25,146.25,1335.0,507.1875,1325.625,352.5,1311.5625,254.0625,1292.8125,160.3125,1433.4375,535.3125,1438.125,418.125,1428.75,343.125,1414.6875,272.8125
34,1358.4375,933.75,1142.8125,872.8125,856.875,718.125,885.0,600.9375,913.125,516.5625,1095.9375,525.9375,622.5,366.5625,631.875,272.8125,650.625,183.75,1222.5,493.125,1213.125,329.0625,1194.375,225.9375,1180.3125,141.5625,1330.3125,502.5,1325.625,347.8125,1311.5625,244.6875,1292.8125,155.625,1428.75,530.625,1438.125,418.125,1428.75,338.4375,1414.6875,268.125
35,1353.75,924.375,1142.8125,868.125,856.875,722.8125,880.3125,605.625,913.125,521.25,1100.625,530.625,631.875,366.5625,636.5625,272.8125,660.0,183.75,1231.875,502.5,1217.8125,333.75,1194.375,230.625,1180.3125,141.5625,1330.3125,507.1875,1325.625,352.5,1306.875,254.0625,1283.4375,160.3125,1428.75,540.0,1433.4375,418.125,1424.0625,343.125,1410.0,272.8125
36,1353.75,910.3125,1142.8125,854.0625,875.625,722.8125,894.375,605.625,931.875,516.5625,1100.625,540.0,627.1875,380.625,636.5625,286.875,645.9375,202.5,1236.5625,507.1875,570.9375,347.8125,594.375,244.6875,617.8125,155.625,1330.3125,511.875,1330.3125,361.875,1311.5625,268.125,1297.5,174.375,1428.75,544.6875,1433.4375,427.5,1428.75,357.1875,1419.375,291.5625
37,1363.125,919.6875,1147.5,863.4375,866.25,722.8125,894.375,610.3125,922.5,525.9375,1110.0,554.0625,627.1875,380.625,641.25,291.5625,650.625,202.5,1245.9375,521.25,1245.9375,347.8125,1231.875,244.6875,608.4375,155.625,1339.6875,521.25,1339.6875,366.5625,1325.625,268.125,1306.875,179.0625,1428.75,558.75,1438.125,436.875,1433.4375,357.1875,1424.0625,286.875
38,1363.125,933.75,1142.8125,877.5,847.5,732.1875,880.3125,615.0,913.125,530.625,1091.25,544.6875,631.875,380.625,636.5625,286.875,650.625,207.1875,1231.875,511.875,1231.875,343.125,1222.5,240.0,608.4375,155.625,1330.3125,511.875,1335.0,357.1875,1325.625,258.75,1316.25,169.6875,1428.75,554.0625,1433.4375,436.875,1433.4375,352.5,1433.4375,282.1875
39,1358.4375,933.75,1133.4375,877.5,856.875,727.5,880.3125,610.3125,913.125,525.9375,1095.9375,544.6875,627.1875,380.625,636.5625,282.1875,645.9375,202.5,1231.875,511.875,1236.5625,343.125,1227.1875,235.3125,1222.5,146.25,1335.0,511.875,1335.0,357.1875,1325.625,254.0625,1316.25,169.6875,1428.75,554.0625,1438.125,427.5,1433.4375,352.5,1428.75,286.875
40,1363.125,943.125,1147.5,886.875,847.5,736.875,885.0,610.3125,922.5,516.5625,1095.9375,554.0625,641.25,380.625,645.9375,282.1875,650.625,197.8125,1231.875,521.25,1236.5625,343.125,1227.1875,240.0,1222.5,150.9375,1330.3125,521.25,1335.0,366.5625,1325.625,258.75,1316.25,174.375,1428.75,563.4375,1438.125,427.5,1428.75,352.5,1424.0625,291.5625
41,1358.4375,943.125,636.5625,882.1875,856.875,732.1875,894.375,596.25,931.875,511.875,1091.25,535.3125,631.875,371.25,641.25,272.8125,650.625,193.125,1236.5625,507.1875,1236.5625,333.75,1227.1875,230.625,1222.5,141.5625,1335.0,511.875,1335.0,361.875,1330.3125,254.0625,1320.9375,165.0,1428.75,558.75,1438.125,436.875,1433.4375,357.1875,1428.75,291.5625
42,1372.5,943.125,636.5625,882.1875,847.5,727.5,894.375,596.25,945.9375,497.8125,692.8125,535.3125,631.875,366.5625,641.25,268.125,650.625,188.4375,1241.25,507.1875,1245.9375,329.0625,1236.5625,225.9375,1236.5625,141.5625,1339.6875,521.25,1344.375,366.5625,1335.0,263.4375,1335.0,179.0625,1428.75,568.125,1438.125,450.9375,1433.4375,366.5625,1428.75,291.5625
43,1372.5,943.125,645.9375,886.875,866.25,722.8125,908.4375,591.5625,969.375,497.8125,1100.625,535.3125,650.625,361.875,650.625,263.4375,674.0625,183.75,1241.25,502.5,1241.25,324.375,1231.875,221.25,1231.875,132.1875,1344.375,521.25,1349.0625,361.875,1344.375,258.75,1339.6875,169.6875,1438.125,568.125,1442.8125,441.5625,1438.125,357.1875,1428.75,282.1875
44,1372.5,952.5,664.6875,891.5625,889.6875,713.4375,983.4375,572.8125,1025.625,479.0625,1086.5625,535.3125,631.875,361.875,641.25,263.4375,655.3125,183.75,1231.875,502.5,1241.25,324.375,1236.5625,221.25,1231.875,132.1875,1344.375,511.875,1353.75,352.5,1344.375,254.0625,1335.0,165.0,1438.125,563.4375,1447.5,446.25,1442.8125,361.875,1428.75,286.875
45,1381.875,952.5,645.9375,891.5625,866.25,727.5,922.5,596.25,969.375,502.5,1100.625,544.6875,650.625,375.9375,650.625,272.8125,664.6875,193.125,1250.625,521.25,1255.3125,333.75,1250.625,230.625,1250.625,141.5625,1353.75,525.9375,1358.4375,366.5625,1344.375,258.75,1344.375,174.375,1438.125,577.5,1447.5,446.25,1442.8125,366.5625,1433.4375,296.25
46,1372.5,943.125,645.9375,882.1875,847.5,732.1875,894.375,610.3125,941.25,516.5625,1119.375,554.0625,664.6875,380.625,674.0625,277.5,683.4375,197.8125,1255.3125,521.25,1260.0,333.75,1250.625,225.9375,1250.625,146.25,1349.0625,525.9375,1353.75,361.875,1344.375,258.75,1339.6875,174.375,1442.8125,572.8125,1452.1875,436.875,1442.8125,357.1875,1433.4375,291.5625
47,1363.125,938.4375,664.6875,886.875,880.3125,732.1875,908.4375,610.3125,960.0,521.25,1110.0,544.6875,650.625,375.9375,660.0,277.5,664.6875,193.125,1250.625,521.25,1255.3125,329.0625,1250.625,221.25,1250.625,141.5625,1344.375,521.25,1353.75,347.8125,1344.375,254.0625,1335.0,169.6875,1438.125,558.75,1452.1875,427.5,1442.8125,352.5,1433.4375,277.5
48,1367.8125,947.8125,645.9375,891.5625,847.5,736.875,894.375,610.3125,945.9375,521.25,1110.0,544.6875,650.625,375.9375,660.0,277.5,664.6875,197.8125,1241.25,511.875,1250.625,333.75,1245.9375,225.9375,1241.25,141.5625,1344.375,516.5625,1349.0625,352.5,1339.6875,254.0625,1330.3125,169.6875,1438.125,558.75,1452.1875,427.5,1442.8125,352.5,1428.75,286.875
49,1381.875,952.5,645.9375,900.9375,833.4375,741.5625,889.6875,615.0,931.875,521.25,1124.0625,558.75,641.25,385.3125,650.625,286.875,664.6875,202.5,1245.9375,521.25,1250.625,343.125,1250.625,230.625,1250.625,155.625,1344.375,521.25,1353.75,366.5625,1339.6875,258.75,1335.0,179.0625,1442.8125,563.4375,1452.1875,436.875,1442.8125,366.5625,1433.4375,300.9375
50,1381.875,957.1875,645.9375,905.625,842.8125,746.25,894.375,615.0,931.875,521.25,1110.0,554.0625,650.625,385.3125,650.625,286.875,660.0,202.5,1236.5625,521.25,1236.5625,343.125,1236.5625,235.3125,1236.5625,155.625,1344.375,521.25,1349.0625,366.5625,1339.6875,258.75,1335.0,179.0625,1442.8125,568.125,1452.1875,436.875,1447.5,366.5625,1433.4375,300.9375
51,1386.5625,961.875,636.5625,915.0,842.8125,755.625,894.375,610.3125,931.875,516.5625,1110.0,558.75,1128.75,390.0,650.625,286.875,645.9375,202.5,1227.1875,521.25,1227.1875,343.125,1222.5,235.3125,1217.8125,146.25,1344.375,530.625,1349.0625,366.5625,1339.6875,258.75,1330.3125,165.0,1447.5,568.125,1456.875,446.25,1447.5,366.5625,1433.4375,291.5625
52,1372.5,957.1875,655.3125,900.9375,875.625,741.5625,903.75,600.9375,950.625,511.875,1110.0,554.0625,1142.8125,380.625,660.0,277.5,664.6875,193.125,1245.9375,521.25,1245.9375,343.125,1236.5625,230.625,1231.875,146.25,1353.75,530.625,1353.75,366.5625,1344.375,258.75,1335.0,169.6875,1447.5,572.8125,1456.875,446.25,1447.5,366.5625,1433.4375,291.5625
53,1372.5,947.8125,1124.0625,896.25,856.875,736.875,894.375,600.9375,931.875,516.5625,1119.375,544.6875,1152.1875,380.625,660.0,272.8125,674.0625,183.75,1255.3125,511.875,1250.625,343.125,1236.5625,230.625,1231.875,141.5625,1353.75,521.25,1353.75,366.5625,1339.6875,258.75,1330.3125,160.3125,1442.8125,568.125,1452.1875,441.5625,1442.8125,361.875,1428.75,286.875
