Frame,Tremor_Amplitude
2,1.1447977910238092
3,4.762773451918134
4,4.980132529869708
5,6.871325770039808
6,9.231034581044458
7,1.2412467643015472
8,64.88104998089652
9,2.0957113255418944
10,66.09037849721915
11,66.76663680298586
12,59.0432876827151
13,0.7662614022018714
14,1.2856690918125
15,1.10326490543564
16,60.01159875923047
17,59.21801586543432
18,59.46187424424007
19,59.966673662426274
20,2.299039245470702
21,1.3854823518120034
22,1.7240700670398834
23,60.597146207513724
24,60.00056998556786
25,2.3502601995665633
26,0.9945000996437872
27,2.365349345114152
28,60.06255558375129
29,65.50567650041637
30,198.3025746008248
31,0.7403180335614732
32,0.8928571428571429
33,0.7403180335614732
34,0.5905694890769175
35,0.8351913809763263
36,0.8048105525589262
37,1.0704981078823035
38,0.8351913809763263
39,33.51337828740478
40,34.159808814823684
41,1.159855451497016
42,34.19698223162389
43,0.8928571428571429
44,1.2225949944311745
45,0.5905694890769175
46,34.38876695564399
47,1.2020457158782374
48,1.2020457158782374
49,1.0704981078823035
50,1.6703827619526526
51,34.18095159834447
52,0.9203360771467992
53,0.9203360771467992
54,34.836449370155215
55,0.8645052112070127
56,1.5302800447323759
57,65.39226222714484
58,1.5625
59,42.87109148008571
60,36.39762012326843
61,0.8351913809763263
62,36.403779641595975
63,42.204031152672066
64,7.453485650475001
65,8.354896103666473
66,1.3205535230133072
67,55.17909514892466
68,59.5358990698992
69,1.181138978153835
70,0.9203360771467992
71,48.92162603859569
72,48.90583739312158
73,0.8645052112070127
74,0.8928571428571429
75,48.6699286819712
76,71.05510625563795
77,49.347524485344074
78,51.79196775666225
79,49.41663834588673
80,1.2020457158782374
81,8.537764062011284
82,1.2626906806902636
83,1.093522206599633
84,1.3015517622422546
85,0.8645052112070127
86,1.6250245288572587
87,0.7732369676646774
88,1.159855451497016
89,1.1160714285714286
90,49.5611118780313
91,9.43327973621225
92,49.91672353934161
93,1.093522206599633
94,21.740200554573114
95,0.972968514183186
96,0.8645052112070127
97,0.8645052112070127
98,1.093522206599633
99,7.706552009657173
100,49.636955263252425
101,68.92443663579141
