Frame,Wrist_x,Thumb_CMC_x,Thumb_MCP_x,Thumb_IP_x,Thumb_Tip_x,Index_MCP_x,Index_PIP_x,Index_DIP_x,Index_Tip_x,Middle_MCP_x,Middle_PIP_x,Middle_DIP_x,Middle_Tip_x,Ring_MCP_x,Ring_PIP_x,Ring_DIP_x,Ring_Tip_x,Pinky_MCP_x,Pinky_PIP_x,Pinky_DIP_x,Pinky_Tip_x,Wrist_y,Thumb_CMC_y,Thumb_MCP_y,Thumb_IP_y,Thumb_Tip_y,Index_MCP_y,Index_PIP_y,Index_DIP_y,Index_Tip_y,Middle_MCP_y,Middle_PIP_y,Middle_DIP_y,Middle_Tip_y,Ring_MCP_y,Ring_PIP_y,Ring_DIP_y,Ring_Tip_y,Pinky_MCP_y,Pinky_PIP_y,Pinky_DIP_y,Pinky_Tip_y
0,1217.8125,830.625,1039.6875,736.875,894.375,605.625,908.4375,488.4375,908.4375,371.25,439.6875,446.25,406.875,277.5,406.875,179.0625,425.625,99.375,369.375,450.9375,341.25,268.125,345.9375,160.3125,350.625,57.1875,299.0625,479.0625,280.3125,319.6875,270.9375,225.9375,275.625,108.75,242.8125,530.625,186.5625,399.375,158.4375,329.0625,153.75,268.125
1,397.5,825.9375,1039.6875,736.875,903.75,605.625,913.125,493.125,931.875,371.25,439.6875,446.25,420.9375,282.1875,420.9375,183.75,435.0,99.375,369.375,450.9375,345.9375,268.125,350.625,155.625,350.625,57.1875,299.0625,479.0625,280.3125,319.6875,270.9375,225.9375,275.625,108.75,242.8125,530.625,186.5625,399.375,163.125,329.0625,153.75,268.125
2,1217.8125,830.625,1030.3125,741.5625,894.375,610.3125,917.8125,497.8125,945.9375,371.25,449.0625,450.9375,420.9375,282.1875,420.9375,183.75,435.0,99.375,374.0625,455.625,345.9375,268.125,350.625,160.3125,355.3125,57.1875,299.0625,479.0625,280.3125,319.6875,270.9375,225.9375,275.625,108.75,252.1875,530.625,186.5625,404.0625,167.8125,329.0625,158.4375,268.125
3,402.1875,835.3125,1030.3125,746.25,880.3125,615.0,908.4375,497.8125,931.875,371.25,449.0625,450.9375,430.3125,282.1875,425.625,183.75,435.0,99.375,374.0625,455.625,345.9375,268.125,350.625,160.3125,355.3125,57.1875,303.75,483.75,280.3125,319.6875,270.9375,225.9375,280.3125,113.4375,252.1875,530.625,186.5625,404.0625,167.8125,329.0625,158.4375,268.125
4,1217.8125,835.3125,1039.6875,746.25,894.375,615.0,908.4375,497.8125,927.1875,371.25,449.0625,450.9375,420.9375,282.1875,425.625,179.0625,439.6875,94.6875,378.75,455.625,345.9375,268.125,355.3125,160.3125,355.3125,57.1875,303.75,479.0625,280.3125,319.6875,280.3125,225.9375,285.0,108.75,1339.6875,530.625,1381.875,404.0625,1405.3125,329.0625,158.4375,268.125
5,1222.5,844.6875,1049.0625,750.9375,894.375,615.0,913.125,497.8125,922.5,375.9375,449.0625,455.625,430.3125,282.1875,430.3125,179.0625,449.0625,94.6875,378.75,460.3125,345.9375,268.125,350.625,160.3125,355.3125,57.1875,303.75,488.4375,280.3125,319.6875,275.625,225.9375,285.0,113.4375,261.5625,535.3125,195.9375,404.0625,172.5,329.0625,158.4375,268.125
6,1222.5,844.6875,1049.0625,746.25,894.375,615.0,908.4375,493.125,908.4375,371.25,449.0625,450.9375,430.3125,282.1875,425.625,179.0625,439.6875,94.6875,374.0625,455.625,341.25,268.125,345.9375,160.3125,355.3125,61.875,303.75,483.75,280.3125,319.6875,275.625,225.9375,285.0,113.4375,252.1875,530.625,191.25,404.0625,167.8125,329.0625,158.4375,268.125
7,1222.5,844.6875,1049.0625,750.9375,903.75,615.0,908.4375,493.125,917.8125,371.25,449.0625,450.9375,420.9375,282.1875,420.9375,179.0625,425.625,94.6875,369.375,455.625,336.5625,268.125,345.9375,160.3125,350.625,57.1875,303.75,479.0625,280.3125,319.6875,275.625,225.9375,285.0,113.4375,252.1875,530.625,186.5625,404.0625,167.8125,329.0625,158.4375,268.125
8,1222.5,844.6875,1039.6875,746.25,880.3125,615.0,899.0625,493.125,922.5,371.25,449.0625,450.9375,430.3125,277.5,430.3125,179.0625,435.0,99.375,374.0625,455.625,345.9375,268.125,350.625,160.3125,355.3125,61.875,303.75,479.0625,280.3125,319.6875,280.3125,225.9375,285.0,113.4375,252.1875,530.625,191.25,404.0625,167.8125,329.0625,167.8125,268.125
9,1217.8125,840.0,1039.6875,746.25,913.125,615.0,908.4375,497.8125,931.875,375.9375,449.0625,455.625,1105.3125,282.1875,406.875,183.75,420.9375,99.375,374.0625,460.3125,336.5625,268.125,345.9375,165.0,350.625,61.875,303.75,483.75,280.3125,319.6875,280.3125,225.9375,285.0,113.4375,1335.0,535.3125,186.5625,404.0625,1405.3125,333.75,158.4375,268.125
10,1217.8125,835.3125,1030.3125,741.5625,894.375,610.3125,908.4375,493.125,931.875,375.9375,439.6875,455.625,411.5625,286.875,406.875,183.75,406.875,99.375,369.375,460.3125,336.5625,268.125,345.9375,165.0,350.625,61.875,299.0625,483.75,280.3125,324.375,280.3125,230.625,285.0,113.4375,1335.0,530.625,191.25,408.75,167.8125,333.75,158.4375,268.125
11,1217.8125,830.625,1035.0,741.5625,866.25,610.3125,908.4375,497.8125,931.875,371.25,449.0625,455.625,430.3125,291.5625,425.625,188.4375,435.0,104.0625,378.75,465.0,345.9375,277.5,355.3125,169.6875,355.3125,66.5625,303.75,488.4375,285.0,333.75,285.0,235.3125,285.0,118.125,261.5625,535.3125,205.3125,413.4375,172.5,343.125,158.4375,277.5
12,1217.8125,835.3125,1039.6875,736.875,894.375,605.625,922.5,493.125,941.25,371.25,449.0625,455.625,420.9375,291.5625,406.875,193.125,425.625,104.0625,378.75,460.3125,345.9375,277.5,345.9375,169.6875,350.625,66.5625,303.75,488.4375,285.0,333.75,280.3125,235.3125,285.0,118.125,1339.6875,540.0,195.9375,413.4375,1405.3125,338.4375,158.4375,277.5
13,1217.8125,835.3125,1039.6875,741.5625,913.125,605.625,931.875,493.125,945.9375,371.25,449.0625,450.9375,411.5625,286.875,406.875,188.4375,420.9375,99.375,378.75,460.3125,345.9375,272.8125,345.9375,165.0,350.625,61.875,303.75,488.4375,285.0,329.0625,280.3125,235.3125,285.0,118.125,1335.0,540.0,195.9375,413.4375,1400.625,338.4375,158.4375,277.5
14,1217.8125,835.3125,1039.6875,736.875,894.375,605.625,917.8125,493.125,931.875,371.25,449.0625,450.9375,420.9375,286.875,420.9375,183.75,435.0,99.375,378.75,455.625,345.9375,268.125,350.625,165.0,350.625,61.875,303.75,483.75,285.0,329.0625,280.3125,230.625,285.0,113.4375,1335.0,535.3125,195.9375,413.4375,1400.625,338.4375,158.4375,277.5
15,397.5,840.0,519.375,741.5625,791.25,610.3125,908.4375,493.125,931.875,371.25,463.125,450.9375,444.375,282.1875,444.375,183.75,449.0625,99.375,378.75,455.625,355.3125,268.125,355.3125,160.3125,355.3125,61.875,303.75,483.75,280.3125,319.6875,275.625,230.625,280.3125,113.4375,252.1875,530.625,186.5625,404.0625,172.5,333.75,167.8125,268.125
