Frame,Wrist,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_Tip,Index_MCP,Index_PIP,Index_DIP,Index_Tip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_Tip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_Tip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_Tip
1.0,4.6875,4.6875,0.0,0.0,23.4375,0.0,23.4375,0.0,10.481568644530265,6.629126073623883,0.0,4.6875,4.6875,0.0,0.0,0.0,9.375,4.6875,9.375,6.629126073623883,4.6875
2.0,0.0,6.629126073623883,4.6875,4.6875,168.81509161283537,4.6875,0.0,0.0,6.629126073623883,0.0,4.6875,4.6875,0.0,0.0,4.6875,0.0,0.0,0.0,4.6875,4.6875,0.0
3.0,0.0,6.629126073623883,0.0,4.6875,0.0,0.0,0.0,4.6875,0.0,0.0,9.375,0.0,4.6875,4.6875,4.6875,4.6875,4.6875,0.0,4.6875,0.0,0.0
4.0,0.0,4.6875,6.629126073623883,4.6875,4.6875,0.0,9.375,0.0,4.6875,4.6875,0.0,4.6875,0.0,4.6875,4.6875,4.6875,0.0,0.0,0.0,6.629126073623883,4.6875
5.0,0.0,4.6875,4.6875,4.6875,4.6875,0.0,0.0,4.6875,9.375,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,0.0,0.0,0.0,4.6875,0.0
6.0,6.629126073623883,14.0625,0.0,9.375,178.1866669570145,4.6875,9.375,4.6875,10.481568644530265,6.629126073623883,10.481568644530265,4.6875,6.629126073623883,0.0,0.0,4.6875,0.0,0.0,0.0,6.629126073623883,0.0
7.0,0.0,9.375,4.6875,0.0,18.75,0.0,23.4375,4.6875,9.375,4.6875,0.0,0.0,0.0,0.0,6.629126073623883,0.0,4.6875,4.6875,9.375,0.0,4.6875
8.0,4.6875,4.6875,4.6875,9.375,4.6875,0.0,23.4375,4.6875,6.629126073623883,0.0,0.0,0.0,0.0,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,9.375,10.481568644530265,6.629126073623883,0.0,4.6875,0.0,32.8125,6.629126073623883,14.0625,4.6875,4.6875,6.629126073623883,4.6875,6.629126073623883,0.0,4.6875,9.375,0.0,0.0,0.0,6.629126073623883
10.0,4.6875,4.6875,0.0,14.0625,9.375,4.6875,23.90165396996618,4.6875,9.375,0.0,0.0,0.0,4.6875,0.0,0.0,4.6875,0.0,0.0,0.0,0.0,0.0
11.0,4.6875,10.481568644530265,0.0,6.629126073623883,0.0,4.6875,6.629126073623883,4.6875,4.6875,0.0,4.6875,4.6875,0.0,0.0,4.6875,0.0,0.0,0.0,0.0,4.6875,0.0
12.0,6.629126073623883,9.375,4.6875,4.6875,14.0625,4.6875,42.1875,4.6875,14.0625,4.6875,4.6875,4.6875,0.0,4.6875,9.375,0.0,9.375,0.0,4.6875,0.0,4.6875
13.0,10.481568644530265,9.375,10.481568644530265,14.823176532039279,206.25,10.481568644530265,18.75,6.629126073623883,9.375,10.481568644530265,0.0,4.6875,0.0,4.6875,0.0,6.629126073623883,0.0,0.0,4.6875,6.629126073623883,0.0
14.0,6.629126073623883,0.0,9.375,4.6875,4.6875,6.629126073623883,4.6875,4.6875,4.6875,0.0,0.0,4.6875,9.375,0.0,4.6875,4.6875,0.0,4.6875,4.6875,10.481568644530265,6.629126073623883
15.0,0.0,0.0,9.375,4.6875,0.0,4.6875,4.6875,0.0,4.6875,0.0,10.481568644530265,6.629126073623883,9.375,4.6875,6.629126073623883,4.6875,0.0,4.6875,4.6875,4.6875,0.0
16.0,4.6875,6.629126073623883,9.375,13.258252147247767,10.481568644530265,9.375,10.481568644530265,4.6875,14.823176532039279,0.0,10.481568644530265,4.6875,14.823176532039279,4.6875,4.6875,0.0,10.481568644530265,4.6875,0.0,4.6875,4.6875
17.0,0.0,6.629126073623883,4.6875,9.375,0.0,4.6875,10.481568644530265,6.629126073623883,6.629126073623883,4.6875,14.823176532039279,4.6875,10.481568644530265,4.6875,10.481568644530265,0.0,4.6875,4.6875,6.629126073623883,6.629126073623883,6.629126073623883
18.0,4.6875,9.375,9.375,14.0625,173.4375,4.6875,9.375,0.0,9.375,0.0,14.0625,6.629126073623883,0.0,0.0,4.6875,0.0,4.6875,4.6875,4.6875,6.629126073623883,0.0
19.0,4.6875,9.375,9.375,14.0625,182.8125,6.629126073623883,9.375,4.6875,9.375,4.6875,14.823176532039279,4.6875,0.0,0.0,9.375,0.0,0.0,0.0,6.629126073623883,4.6875,6.629126073623883
20.0,0.0,10.481568644530265,14.0625,13.258252147247767,14.0625,6.629126073623883,9.375,6.629126073623883,19.327057620082783,4.6875,14.0625,0.0,14.823176532039279,0.0,6.629126073623883,0.0,10.481568644530265,4.6875,9.375,4.6875,10.481568644530265
21.0,4.6875,19.327057620082783,9.375,14.823176532039279,0.0,10.481568644530265,4.6875,6.629126073623883,4.6875,6.629126073623883,4.6875,4.6875,6.629126073623883,6.629126073623883,6.629126073623883,0.0,10.481568644530265,9.375,4.6875,6.629126073623883,6.629126073623883
22.0,0.0,10.481568644530265,4.6875,4.6875,4.6875,0.0,0.0,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.375,4.6875,0.0,4.6875,4.6875
23.0,4.6875,0.0,0.0,0.0,10.481568644530265,0.0,10.481568644530265,0.0,10.481568644530265,4.6875,4.6875,0.0,0.0,6.629126073623883,0.0,0.0,0.0,0.0,0.0,6.629126073623883,4.6875
24.0,0.0,4.6875,0.0,4.6875,10.481568644530265,9.375,9.375,10.481568644530265,4.6875,6.629126073623883,4.6875,10.481568644530265,4.6875,0.0,4.6875,4.6875,10.481568644530265,0.0,0.0,9.375,4.6875
25.0,4.6875,0.0,4.6875,9.375,9.375,0.0,4.6875,4.6875,10.481568644530265,0.0,6.629126073623883,9.375,10.481568644530265,0.0,9.375,4.6875,10.481568644530265,4.6875,0.0,4.6875,6.629126073623883
26.0,0.0,0.0,0.0,0.0,4.6875,4.6875,4.6875,0.0,4.6875,0.0,0.0,0.0,4.6875,0.0,9.375,4.6875,13.258252147247767,0.0,4.6875,4.6875,4.6875
27.0,0.0,9.375,0.0,0.0,4.6875,6.629126073623883,0.0,0.0,9.375,0.0,0.0,9.375,4.6875,0.0,0.0,0.0,9.375,0.0,4.6875,6.629126073623883,4.6875
28.0,4.6875,9.375,0.0,0.0,9.375,4.6875,4.6875,4.6875,4.6875,0.0,4.6875,0.0,10.481568644530265,4.6875,4.6875,4.6875,4.6875,4.6875,6.629126073623883,4.6875,6.629126073623883
29.0,4.6875,4.6875,0.0,9.375,9.375,4.6875,0.0,6.629126073623883,6.629126073623883,0.0,4.6875,0.0,4.6875,6.629126073623883,4.6875,4.6875,4.6875,4.6875,6.629126073623883,4.6875,6.629126073623883
30.0,0.0,4.6875,0.0,9.375,9.375,4.6875,6.629126073623883,4.6875,9.375,4.6875,0.0,0.0,4.6875,4.6875,0.0,0.0,9.375,0.0,0.0,0.0,0.0
31.0,0.0,4.6875,0.0,9.375,9.375,4.6875,4.6875,0.0,0.0,4.6875,4.6875,6.629126073623883,0.0,4.6875,4.6875,0.0,9.375,0.0,4.6875,4.6875,0.0
32.0,0.0,9.375,0.0,0.0,9.375,0.0,4.6875,0.0,0.0,0.0,0.0,4.6875,9.375,6.629126073623883,4.6875,0.0,0.0,0.0,0.0,4.6875,0.0
33.0,4.6875,19.327057620082783,0.0,14.0625,18.75,6.629126073623883,4.6875,0.0,4.6875,9.375,0.0,6.629126073623883,4.6875,6.629126073623883,0.0,4.6875,4.6875,4.6875,4.6875,4.6875,0.0
34.0,4.6875,6.629126073623883,6.629126073623883,6.629126073623883,9.375,0.0,4.6875,4.6875,6.629126073623883,0.0,4.6875,6.629126073623883,6.629126073623883,4.6875,9.375,4.6875,4.6875,0.0,4.6875,0.0,6.629126073623883
35.0,0.0,4.6875,9.375,0.0,9.375,9.375,6.629126073623883,6.629126073623883,9.375,4.6875,19.327057620082783,4.6875,0.0,4.6875,0.0,0.0,9.375,0.0,9.375,4.6875,6.629126073623883
36.0,4.6875,14.0625,9.375,19.327057620082783,9.375,9.375,4.6875,9.375,6.629126073623883,4.6875,0.0,4.6875,4.6875,4.6875,4.6875,6.629126073623883,9.375,0.0,4.6875,4.6875,4.6875
37.0,4.6875,0.0,4.6875,9.375,9.375,4.6875,4.6875,4.6875,4.6875,0.0,14.823176532039279,4.6875,6.629126073623883,6.629126073623883,10.481568644530265,0.0,9.375,6.629126073623883,0.0,0.0,4.6875
38.0,0.0,9.375,4.6875,18.75,192.1875,4.6875,6.629126073623883,6.629126073623883,4.6875,4.6875,0.0,4.6875,0.0,0.0,4.6875,0.0,13.258252147247767,0.0,0.0,4.6875,4.6875
39.0,4.6875,9.375,0.0,6.629126073623883,14.0625,9.375,4.6875,4.6875,0.0,0.0,4.6875,10.481568644530265,0.0,0.0,0.0,0.0,9.375,4.6875,4.6875,4.6875,0.0
40.0,4.6875,16.90102160373745,6.629126073623883,14.823176532039279,4.6875,0.0,4.6875,4.6875,4.6875,4.6875,9.375,4.6875,0.0,4.6875,4.6875,6.629126073623883,0.0,6.629126073623883,4.6875,4.6875,10.481568644530265
41.0,0.0,13.258252147247767,9.375,13.258252147247767,19.327057620082783,10.481568644530265,98.4375,9.375,32.8125,10.481568644530265,14.0625,4.6875,4.6875,0.0,9.375,4.6875,9.375,9.375,6.629126073623883,9.375,10.481568644530265
42.0,14.823176532039279,10.481568644530265,9.375,9.375,19.327057620082783,10.481568644530265,51.775129768065284,6.629126073623883,51.775129768065284,10.481568644530265,6.629126073623883,9.375,6.629126073623883,10.481568644530265,6.629126073623883,10.481568644530265,9.375,6.629126073623883,6.629126073623883,9.375,6.629126073623883
