Frame,Wrist,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_Tip,Index_MCP,Index_PIP,Index_DIP,Index_Tip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_Tip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_Tip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_Tip
1.0,6.629126073623883,9.375,4.6875,9.375,4.6875,0.0,0.0,4.6875,0.0,4.6875,9.375,4.6875,9.375,0.0,10.481568644530265,0.0,13.258252147247767,0.0,10.481568644530265,4.6875,10.481568644530265
2.0,4.6875,10.481568644530265,0.0,6.629126073623883,10.481568644530265,6.629126073623883,19.327057620082783,4.6875,9.375,4.6875,6.629126073623883,6.629126073623883,4.6875,0.0,6.629126073623883,0.0,10.481568644530265,0.0,10.481568644530265,6.629126073623883,9.375
3.0,6.629126073623883,19.327057620082783,0.0,6.629126073623883,9.375,10.481568644530265,14.823176532039279,6.629126073623883,13.258252147247767,6.629126073623883,4.6875,0.0,4.6875,6.629126073623883,13.258252147247767,0.0,10.481568644530265,4.6875,4.6875,0.0,9.375
4.0,4.6875,10.481568644530265,6.629126073623883,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,9.375,4.6875,4.6875,4.6875,10.481568644530265,0.0,10.481568644530265,0.0,4.6875,0.0,9.375
5.0,9.375,23.90165396996618,6.629126073623883,9.375,18.75,4.6875,16.90102160373745,9.375,13.258252147247767,6.629126073623883,19.327057620082783,6.629126073623883,4.6875,6.629126073623883,4.6875,0.0,4.6875,0.0,4.6875,4.6875,4.6875
6.0,6.629126073623883,4.6875,0.0,9.375,9.375,4.6875,9.375,4.6875,6.629126073623883,4.6875,0.0,0.0,4.6875,6.629126073623883,10.481568644530265,4.6875,9.375,0.0,6.629126073623883,6.629126073623883,6.629126073623883
7.0,10.481568644530265,16.90102160373745,6.629126073623883,14.823176532039279,14.0625,9.375,4.6875,10.481568644530265,4.6875,10.481568644530265,10.481568644530265,4.6875,6.629126073623883,9.375,0.0,0.0,10.481568644530265,0.0,14.823176532039279,4.6875,9.375
8.0,9.375,13.258252147247767,10.481568644530265,6.629126073623883,10.481568644530265,10.481568644530265,13.258252147247767,6.629126073623883,10.481568644530265,4.6875,14.823176532039279,19.327057620082783,14.0625,19.327057620082783,16.90102160373745,9.375,16.90102160373745,6.629126073623883,16.90102160373745,13.258252147247767,13.258252147247767
9.0,4.6875,0.0,10.481568644530265,9.375,9.375,6.629126073623883,14.823176532039279,4.6875,6.629126073623883,4.6875,6.629126073623883,4.6875,6.629126073623883,6.629126073623883,10.481568644530265,4.6875,4.6875,4.6875,4.6875,9.375,4.6875
10.0,4.6875,9.375,10.481568644530265,4.6875,23.4375,9.375,23.90165396996618,0.0,18.75,4.6875,4.6875,6.629126073623883,4.6875,6.629126073623883,9.375,4.6875,4.6875,6.629126073623883,4.6875,9.375,4.6875
