Frame,Wrist,Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_Tip,Index_MCP,Index_PIP,Index_DIP,Index_Tip,Middle_MCP,Middle_PIP,Middle_DIP,Middle_Tip,Ring_MCP,Ring_PIP,Ring_DIP,Ring_Tip,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_Tip
1.0,778.1814738542674,19.327057620082783,4.6875,19.88737822087165,98.4375,14.823176532039279,13.258252147247767,6.629126073623883,0.0,0.0,4.6875,10.481568644530265,14.823176532039279,16.90102160373745,10.481568644530265,10.481568644530265,4.6875,0.0,10.481568644530265,4.6875,0.0
2.0,4.6875,6.629126073623883,4.6875,6.629126073623883,98.4375,4.6875,16.90102160373745,4.6875,10.481568644530265,4.6875,0.0,13.258252147247767,0.0,4.6875,6.629126073623883,0.0,0.0,0.0,4.6875,4.6875,13.258252147247767
3.0,787.5139507692863,4.6875,9.375,4.6875,140.70310331065906,14.823176532039279,10.481568644530265,13.258252147247767,14.823176532039279,6.629126073623883,9.375,10.481568644530265,4.6875,9.375,0.0,6.629126073623883,0.0,6.629126073623883,6.629126073623883,9.375,4.6875
4.0,782.8125,20.96313728906053,23.4375,618.75,23.4375,4.6875,9.375,4.6875,10.481568644530265,6.629126073623883,19.327057620082783,9.375,23.4375,0.0,14.0625,6.629126073623883,9.375,10.481568644530265,9.375,932.8125,14.0625
5.0,10.481568644530265,0.0,9.375,4.6875,6.629126073623883,14.823176532039279,6.629126073623883,0.0,10.481568644530265,9.375,0.0,4.6875,14.823176532039279,10.481568644530265,18.75,4.6875,10.481568644530265,14.823176532039279,10.481568644530265,4.6875,0.0
6.0,796.875,656.25,23.4375,10.481568644530265,13.258252147247767,14.823176532039279,9.375,10.481568644530265,14.0625,10.481568644530265,20.96313728906053,0.0,13.258252147247767,942.1875,0.0,970.3125,9.375,960.9489328588174,18.75,4.6875,13.258252147247767
7.0,787.5139507692863,642.1875,4.6875,10.481568644530265,9.375,9.375,6.629126073623883,9.375,4.6875,4.6875,28.125,4.6875,18.75,4.6875,9.375,965.6363773601582,4.6875,946.875,14.0625,13.258252147247767,13.258252147247767
8.0,792.2013682218051,18.75,9.375,609.375,47.10879197400417,9.375,0.0,9.375,4.6875,10.481568644530265,13.258252147247767,14.823176532039279,4.6875,0.0,4.6875,9.375,9.375,10.481568644530265,4.6875,937.5117186767587,14.0625
9.0,9.375,9.375,525.0,9.375,28.125,820.3125,0.0,18.75,4.6875,6.629126073623883,0.0,6.629126073623883,6.629126073623883,4.6875,9.375,984.3861606510171,9.375,18.75,4.6875,937.5117186767587,14.823176532039279
10.0,10.481568644530265,14.823176532039279,506.33679811465413,18.75,28.512949360772904,806.25,13.258252147247767,0.0,10.481568644530265,13.258252147247767,14.823176532039279,19.327057620082783,14.0625,14.0625,16.90102160373745,979.7323554324671,10.481568644530265,6.629126073623883,6.629126073623883,909.4233234583331,19.88737822087165
