Frame,Wrist_x,Thumb_CMC_x,Thumb_MCP_x,Thumb_IP_x,Thumb_Tip_x,Index_MCP_x,Index_PIP_x,Index_DIP_x,Index_Tip_x,Middle_MCP_x,Middle_PIP_x,Middle_DIP_x,Middle_Tip_x,Ring_MCP_x,Ring_PIP_x,Ring_DIP_x,Ring_Tip_x,Pinky_MCP_x,Pinky_PIP_x,Pinky_DIP_x,Pinky_Tip_x,Wrist_y,Thumb_CMC_y,Thumb_MCP_y,Thumb_IP_y,Thumb_Tip_y,Index_MCP_y,Index_PIP_y,Index_DIP_y,Index_Tip_y,Middle_MCP_y,Middle_PIP_y,Middle_DIP_y,Middle_Tip_y,Ring_MCP_y,Ring_PIP_y,Ring_DIP_y,Ring_Tip_y,Pinky_MCP_y,Pinky_PIP_y,Pinky_DIP_y,Pinky_Tip_y
0,500.625,835.3125,613.125,774.375,810.0,647.8125,960.0,540.0,974.0625,432.1875,617.8125,488.4375,594.375,333.75,594.375,240.0,580.3125,155.625,538.125,483.75,528.75,315.0,542.8125,211.875,552.1875,118.125,481.875,502.5,481.875,352.5,495.9375,272.8125,500.625,179.0625,411.5625,540.0,388.125,418.125,392.8125,357.1875,406.875,296.25
1,500.625,830.625,613.125,774.375,833.4375,647.8125,983.4375,540.0,983.4375,436.875,617.8125,488.4375,594.375,333.75,594.375,240.0,580.3125,155.625,538.125,479.0625,528.75,319.6875,542.8125,211.875,552.1875,118.125,481.875,502.5,481.875,357.1875,491.25,272.8125,495.9375,183.75,411.5625,540.0,388.125,427.5,388.125,366.5625,402.1875,300.9375
2,500.625,825.9375,613.125,769.6875,1002.1875,647.8125,983.4375,540.0,988.125,436.875,617.8125,493.125,594.375,333.75,594.375,240.0,580.3125,155.625,538.125,483.75,528.75,319.6875,538.125,216.5625,552.1875,122.8125,477.1875,502.5,481.875,361.875,491.25,277.5,495.9375,183.75,411.5625,535.3125,388.125,427.5,388.125,361.875,402.1875,300.9375
3,500.625,821.25,613.125,774.375,1002.1875,647.8125,983.4375,540.0,988.125,436.875,627.1875,493.125,599.0625,338.4375,594.375,244.6875,585.0,155.625,538.125,483.75,528.75,319.6875,542.8125,216.5625,552.1875,122.8125,477.1875,502.5,477.1875,361.875,491.25,277.5,495.9375,183.75,411.5625,540.0,388.125,427.5,388.125,366.5625,402.1875,300.9375
4,500.625,821.25,608.4375,769.6875,1002.1875,647.8125,992.8125,540.0,992.8125,436.875,627.1875,488.4375,599.0625,333.75,594.375,240.0,585.0,155.625,538.125,479.0625,528.75,319.6875,538.125,211.875,552.1875,118.125,477.1875,502.5,477.1875,361.875,486.5625,277.5,495.9375,183.75,411.5625,535.3125,388.125,427.5,388.125,366.5625,397.5,305.625
5,500.625,821.25,613.125,774.375,1002.1875,647.8125,992.8125,540.0,1002.1875,436.875,627.1875,488.4375,599.0625,333.75,594.375,240.0,585.0,155.625,538.125,483.75,528.75,319.6875,542.8125,211.875,552.1875,113.4375,477.1875,502.5,472.5,361.875,486.5625,277.5,495.9375,183.75,411.5625,540.0,388.125,427.5,388.125,366.5625,397.5,305.625
6,495.9375,835.3125,613.125,783.75,824.0625,652.5,983.4375,540.0,992.8125,432.1875,617.8125,488.4375,594.375,333.75,594.375,235.3125,585.0,155.625,538.125,479.0625,528.75,315.0,542.8125,211.875,552.1875,118.125,477.1875,502.5,477.1875,357.1875,491.25,272.8125,500.625,179.0625,411.5625,540.0,388.125,427.5,388.125,366.5625,402.1875,305.625
7,495.9375,844.6875,608.4375,783.75,805.3125,652.5,960.0,535.3125,983.4375,427.5,617.8125,488.4375,594.375,333.75,589.6875,235.3125,580.3125,150.9375,538.125,479.0625,528.75,315.0,542.8125,211.875,552.1875,118.125,477.1875,502.5,477.1875,357.1875,491.25,272.8125,500.625,179.0625,411.5625,535.3125,388.125,427.5,388.125,357.1875,402.1875,300.9375
8,491.25,844.6875,603.75,793.125,805.3125,652.5,983.4375,535.3125,988.125,427.5,617.8125,488.4375,594.375,329.0625,589.6875,235.3125,580.3125,150.9375,538.125,479.0625,528.75,315.0,538.125,211.875,552.1875,113.4375,477.1875,502.5,481.875,352.5,491.25,272.8125,500.625,179.0625,411.5625,535.3125,388.125,427.5,388.125,357.1875,402.1875,300.9375
9,491.25,854.0625,608.4375,793.125,800.625,652.5,950.625,540.0,974.0625,427.5,617.8125,483.75,599.0625,324.375,589.6875,235.3125,580.3125,150.9375,538.125,479.0625,533.4375,305.625,542.8125,207.1875,552.1875,113.4375,477.1875,502.5,477.1875,352.5,486.5625,268.125,495.9375,179.0625,406.875,535.3125,383.4375,418.125,388.125,357.1875,402.1875,296.25
