Frame,Wrist_x,Thumb_CMC_x,Thumb_MCP_x,Thumb_IP_x,Thumb_Tip_x,Index_MCP_x,Index_PIP_x,Index_DIP_x,Index_Tip_x,Middle_MCP_x,Middle_PIP_x,Middle_DIP_x,Middle_Tip_x,Ring_MCP_x,Ring_PIP_x,Ring_DIP_x,Ring_Tip_x,Pinky_MCP_x,Pinky_PIP_x,Pinky_DIP_x,Pinky_Tip_x,Wrist_y,Thumb_CMC_y,Thumb_MCP_y,Thumb_IP_y,Thumb_Tip_y,Index_MCP_y,Index_PIP_y,Index_DIP_y,Index_Tip_y,Middle_MCP_y,Middle_PIP_y,Middle_DIP_y,Middle_Tip_y,Ring_MCP_y,Ring_PIP_y,Ring_DIP_y,Ring_Tip_y,Pinky_MCP_y,Pinky_PIP_y,Pinky_DIP_y,Pinky_Tip_y
0,1386.5625,183.75,1208.4375,258.75,1030.3125,347.8125,931.875,460.3125,833.4375,568.125,1161.5625,544.6875,1142.8125,685.3125,453.75,788.4375,472.5,882.1875,1274.0625,582.1875,1245.9375,732.1875,1222.5,835.3125,1203.75,924.375,1367.8125,577.5,1339.6875,713.4375,1320.9375,816.5625,1283.4375,910.3125,1442.8125,544.6875,1456.875,652.5,1456.875,727.5,1438.125,802.5
1,1386.5625,193.125,1208.4375,258.75,1039.6875,352.5,931.875,460.3125,833.4375,568.125,1156.875,549.375,430.3125,690.0,449.0625,788.4375,467.8125,882.1875,1274.0625,591.5625,1245.9375,736.875,1222.5,835.3125,1203.75,924.375,1367.8125,582.1875,1335.0,713.4375,1320.9375,811.875,1283.4375,900.9375,1442.8125,554.0625,1452.1875,652.5,1452.1875,727.5,1433.4375,797.8125
2,1386.5625,193.125,1208.4375,263.4375,1025.625,347.8125,885.0,450.9375,838.125,554.0625,430.3125,535.3125,458.4375,675.9375,477.1875,779.0625,486.5625,872.8125,1260.0,572.8125,1245.9375,722.8125,1222.5,821.25,1203.75,915.0,1353.75,568.125,1330.3125,704.0625,1320.9375,802.5,1278.75,900.9375,1438.125,540.0,1452.1875,643.125,1452.1875,718.125,1433.4375,797.8125
3,1386.5625,179.0625,486.5625,254.0625,627.1875,338.4375,810.0,450.9375,833.4375,554.0625,449.0625,521.25,477.1875,666.5625,495.9375,769.6875,505.3125,868.125,402.1875,558.75,435.0,713.4375,1231.875,811.875,1217.8125,910.3125,1349.0625,549.375,1325.625,690.0,1316.25,793.125,1274.0625,900.9375,1428.75,525.9375,1447.5,633.75,1447.5,713.4375,1428.75,793.125
4,1386.5625,179.0625,495.9375,249.375,631.875,338.4375,810.0,450.9375,833.4375,558.75,458.4375,521.25,486.5625,666.5625,495.9375,769.6875,505.3125,868.125,402.1875,558.75,435.0,708.75,449.0625,807.1875,1217.8125,900.9375,355.3125,544.6875,1320.9375,685.3125,1311.5625,793.125,1278.75,896.25,1428.75,521.25,1447.5,629.0625,1447.5,708.75,1428.75,788.4375
5,355.3125,179.0625,500.625,254.0625,650.625,338.4375,786.5625,450.9375,824.0625,549.375,463.125,521.25,486.5625,666.5625,510.0,765.0,519.375,863.4375,397.5,558.75,435.0,708.75,449.0625,802.5,463.125,896.25,345.9375,549.375,374.0625,685.3125,406.875,788.4375,425.625,886.875,299.0625,521.25,1442.8125,629.0625,1447.5,708.75,1428.75,788.4375
6,345.9375,174.375,514.6875,254.0625,641.25,338.4375,753.75,450.9375,810.0,549.375,463.125,521.25,495.9375,666.5625,519.375,765.0,533.4375,858.75,397.5,554.0625,430.3125,704.0625,444.375,802.5,463.125,896.25,345.9375,544.6875,369.375,680.625,397.5,783.75,420.9375,886.875,299.0625,516.5625,1442.8125,624.375,1447.5,708.75,1428.75,783.75
7,1386.5625,169.6875,495.9375,254.0625,627.1875,338.4375,824.0625,450.9375,819.375,554.0625,463.125,521.25,486.5625,666.5625,505.3125,765.0,514.6875,863.4375,397.5,554.0625,430.3125,708.75,444.375,807.1875,458.4375,896.25,345.9375,544.6875,1320.9375,685.3125,1306.875,788.4375,420.9375,886.875,1438.125,516.5625,1447.5,624.375,1452.1875,708.75,1433.4375,788.4375
8,1437.16455078125,154.62188720703125,1193.817626953125,214.2657470703125,1093.615966796875,302.53863525390625,1010.1145629882812,417.0548400878906,893.2125854492188,538.728271484375,1184.274658203125,488.6274719238281,1141.3310546875,631.772705078125,1117.4735107421875,753.4461669921875,1115.0877685546875,884.6626586914062,1301.176513671875,550.6570434570312,1260.6187744140625,691.4165649414062,413.676025390625,772.5322265625,420.8332824707031,884.6626586914062,1437.16455078125,553.0428466796875,1437.16455078125,653.2445068359375,1437.16455078125,741.5173950195312,1437.16455078125,884.6626586914062,1437.16455078125,538.728271484375,1437.16455078125,629.386962890625,1437.16455078125,703.3453369140625,1437.16455078125,677.10205078125
9,1482.9202880859375,150.4576873779297,1202.512451171875,203.50784301757812,1091.3597412109375,281.8199462890625,1013.047607421875,403.0774230957031,886.7377319335938,531.9135131835938,1172.197998046875,433.3918151855469,1141.8836669921875,622.8566284179688,1116.6217041015625,741.587890625,1116.6217041015625,847.6881713867188,1283.3507080078125,511.70391845703125,1273.2459716796875,658.223388671875,1268.193603515625,754.2188720703125,1230.300537109375,923.47412109375,1482.9202880859375,514.2301025390625,1482.9202880859375,643.066162109375,1482.9202880859375,746.6402587890625,1482.9202880859375,923.47412109375,1482.9202880859375,476.337158203125,1482.9202880859375,612.7518310546875,1482.9202880859375,698.6425170898438,1482.9202880859375,771.9022827148438
