Frame,Tremor_Amplitude
2,4.936014372208924
3,38.137648453881326
4,65.1066751217428
5,2.0820042529216103
6,93.08437170170963
7,80.58654012685585
8,65.32250802142538
9,79.66530052926662
10,78.20499730806262
11,45.559233247017254
12,36.85131979194453
13,58.70705456535693
14,1.6096211051178524
15,1.2626906806902636
16,1.3939727674996425
17,46.89944090709354
18,2.021291325477102
19,64.77292434587407
20,54.71755733761238
21,1.685230900730078
22,1.3759852685198608
23,41.495049418882616
24,55.00364160601978
25,2.687855932766137
26,3.0195868880510455
27,44.23417850295892
28,53.69730375432918
29,65.52508489607438
30,75.99454846687145
31,76.3774575617501
32,37.98579890389759
33,80.44916605854473
34,64.25858182383271
35,70.53889289854244
36,88.92281159631581
37,59.72473528699848
38,59.87429367207259
39,45.76927147917797
40,38.416858154118664
41,46.238773285787865
42,76.46221566307861
43,4.729825915271672
44,38.21204307504884
45,45.629717396603255
46,1.6554014480124248
47,1.159855451497016
48,2.351708426976058
49,101.47612103812344
50,45.95070874239669
51,77.95357468060521
52,67.57165036961484
53,38.95457028280979
54,90.14126924753235
55,37.77534964518961
56,61.08572044550951
57,76.77565600650763
58,56.63311988454408
59,86.8538803979337
60,48.31287456622759
61,38.74359620390477
62,1.9071436931512349
63,59.81559806341213
64,60.91378397738789
65,60.58407452538116
66,3.550440562630997
67,2.4144316576767784
68,2.308946525176027
69,2.7155189867402765
70,71.4906259464434
71,37.97530413952989
72,107.3523806982483
73,2.1057993598340636
74,24.627526610772055
75,1.4292688029984038
76,2.5055741429289786
77,25.022908827691865
78,32.41836907833242
79,24.940138791898967
80,87.39031709704129
81,55.81607002888494
82,63.545935648946106
83,88.02174530582585
84,87.81404330839325
85,61.77271358887072
86,1.6554014480124248
87,48.22668491359428
88,48.22616834393704
89,63.6360400990649
90,63.97611148857814
91,41.337453677393
92,48.74051451412922
93,81.53434595012894
94,50.36191165996301
95,57.428138324592865
96,79.99795716460642
97,94.72415856012377
98,94.83954461056199
99,82.10797250326512
100,47.787149808941784
101,88.11707293555314
102,1.7145414615778145
103,1.4973669492186092
104,38.20617508222022
105,38.02774899829795
106,1.6703827619526526
107,1.9330924191616934
108,38.000880049892615
109,1.2626906806902636
110,1.983971968150801
111,37.98120780130508
112,2.612656230071345
113,1.411731098289455
114,81.25459906528494
115,70.33163005068725
116,106.60462839520906
117,1.7996111045309262
118,2.554804272825803
119,1.983971968150801
120,46.03358339715314
121,1.685230900730078
122,46.04602878187904
123,74.5094501608038
124,48.73591420652657
125,89.91519175970028
126,110.05596145790317
127,110.03875672464271
128,1.1160714285714286
129,66.63273577156397
130,86.9046344992543
131,78.50037371547594
132,38.40518386001333
133,1.4637139563174109
134,48.00923659536139
135,52.911674030637975
136,60.98081924415886
137,60.97060521476806
138,45.78777400927555
139,1.2020457158782374
140,59.44838040717101
141,58.785930583485076
142,45.79539052532849
143,45.24207229150309
144,22.83559601046273
145,92.0658138422937
146,0.972968514183186
147,83.18139582243968
148,39.86234685048751
149,23.950591214316738
150,1.8675447020849902
151,2.1057993598340636
152,1.3205535230133072
153,2.612656230071345
154,60.8998771875123
155,85.70643797779626
156,93.50787185159486
157,81.86214652184039
158,70.33517208168473
159,85.92532381272375
160,67.73293966801846
161,67.7535334476576
162,1.6703827619526526
163,1.5464739353293548
164,1.159855451497016
165,85.75177054235067
166,68.47259665258021
167,1.6703827619526526
168,1.0228963604812142
169,2.5055741429289786
170,1.6999493539874795
171,0.5905694890769175
172,108.8958619654061
173,66.77838780000882
174,57.96312424569115
175,59.62496055810958
176,1.8134014296062413
177,2.455357142857143
178,1.2020457158782374
179,22.85958413302162
180,22.83668692631241
181,59.914639535027206
182,101.31887971075201
183,38.89953250138787
184,2.276347997139636
185,1.9071436931512349
186,32.640462507899485
187,51.0458422733219
188,112.02644449674207
189,1.5464739353293548
190,1.2020457158782374
191,1.7433593026577352
192,1.8808370029411516
193,0.8928571428571429
194,1.3015517622422546
195,1.9964892656248123
196,1.3205535230133072
197,0.8645052112070127
198,0.9203360771467992
199,0.5905694890769175
200,1.0469678035320154
201,1.138173998569818
202,1.2020457158782374
203,1.1160714285714286
204,1.0469678035320154
205,1.2626906806902636
206,1.0704981078823035
207,0.9203360771467992
208,1.7575910433062076
209,1.6703827619526526
210,1.093522206599633
211,1.0469678035320154
212,1.093522206599633
213,1.3205535230133072
214,0.6696428571428571
215,0.8645052112070127
216,1.0228963604812142
217,1.0228963604812142
218,1.8675447020849902
219,1.8406721542935984
220,1.3205535230133072
221,2.445189988862349
222,2.1526006162930704
223,1.5464739353293548
224,1.4292688029984038
225,1.3759852685198608
226,1.6402833098994496
227,1.0704981078823035
228,1.181138978153835
229,1.4465939058946116
230,2.0939356070640307
231,1.093522206599633
232,1.6250245288572587
233,1.3392857142857142
234,1.2020457158782374
235,1.4973669492186092
236,75.83374798982095
237,76.34711739275868
238,1.685230900730078
239,0.8048105525589262
240,0.7732369676646774
241,1.093522206599633
242,1.0704981078823035
243,1.138173998569818
244,59.28808420930115
245,59.107547473798526
246,75.85871080569483
247,0.9470180105176976
248,1.0469678035320154
249,76.1370153422735
250,0.9203360771467992
251,37.95758764491533
252,66.00465677661676
253,76.13636093217812
254,1.4292688029984038
255,59.7389156420824
256,60.06248075452557
257,1.093522206599633
258,1.3015517622422546
259,1.093522206599633
260,1.7996111045309262
261,1.5139129426618902
262,1.0228963604812142
263,1.0469678035320154
264,1.3577594933701382
265,0.8928571428571429
266,1.5139129426618902
267,44.51096588688762
268,100.2386243323187
269,53.702870741635934
270,1.5464739353293548
271,37.06432718247825
272,1.8675447020849902
273,116.16389689007845
274,59.39639450745048
275,56.79476848302858
276,87.90024394642963
277,117.87764465890736
278,22.352656727000085
279,2.021291325477102
280,1.0228963604812142
281,0.8048105525589262
282,1.7996111045309262
283,1.2428045452745584
284,1.2822684478879527
285,1.4973669492186092
286,1.3205535230133072
287,1.2822684478879527
288,1.2020457158782374
289,0.8351913809763263
290,0.9470180105176976
291,1.138173998569818
292,1.093522206599633
293,1.159855451497016
294,1.5783633508628292
295,45.68809849129202
296,45.045063179406625
297,1.3759852685198608
298,2.129328574591397
299,1.9201618899648718
300,1.411731098289455
301,1.8406721542935984
302,1.8134014296062413
303,1.181138978153835
304,98.5192100945448
305,95.65402804041837
306,0.6313453403451318
307,60.28604222998141
308,96.69662437323534
309,38.99228383080218
310,1.6554014480124248
311,63.15781060311203
312,30.430092234379725
313,31.296203089290596
314,1.6250245288572587
315,1.1160714285714286
316,50.077666082856965
317,50.11098571838682
318,97.98090168510141
319,79.90884375304763
320,1.3577594933701382
321,1.138173998569818
322,1.0228963604812142
323,0.9470180105176976
324,0.972968514183186
325,22.797381067699824
326,60.389262639080435
327,64.68478871376081
328,86.4813496431279
329,87.60073010278406
330,38.42463904634417
331,32.618321214104974
332,32.155255545301976
333,52.752766303565274
334,81.285559330131
335,81.28801112434121
336,1.093522206599633
337,1.138173998569818
338,1.5625
339,1.7857142857142858
340,30.830248541449535
341,29.048747294638286
342,30.374371424167208
343,30.595017341013858
344,32.15293120901472
345,38.864293057669904
346,78.56667244127689
347,1.1160714285714286
348,87.88862313479835
349,1.0228963604812142
350,50.74088368156111
351,22.78535741995508
352,101.65591269306073
353,1.6096211051178524
354,0.8351913809763263
355,101.5504800579495
356,22.345968653227374
357,22.79082350073899
358,0.8645052112070127
359,1.2626906806902636
360,55.29545453949711
361,1.2020457158782374
362,0.8928571428571429
363,0.44642857142857145
364,55.435841955740486
365,39.08354025190719
366,55.70884817788035
367,39.07078993667149
368,1.138173998569818
369,117.2219337166053
370,0.7403180335614732
371,0.7732369676646774
372,0.8928571428571429
373,1.093522206599633
374,1.7290104224140255
375,2.033578923916138
376,110.01928496592434
377,1.181138978153835
378,39.07270274920269
379,50.083137991712725
380,32.176941254093556
381,38.85147078973343
382,96.66647653115831
383,96.34095101499926
384,1.5464739353293548
385,50.27279298908576
386,41.91022829013978
387,37.75951866748304
388,121.05048807528745
389,39.98091261745397
390,1.7290104224140255
391,1.3205535230133072
392,1.2626906806902636
393,1.2822684478879527
394,1.0469678035320154
395,2.0700041284588626
396,1.6250245288572587
397,1.2822684478879527
398,1.9713751933767516
399,2.622174134926502
400,21.936411610305242
401,2.4144316576767784
402,21.9330043652185
403,1.5625
404,1.411731098289455
405,1.093522206599633
406,1.2020457158782374
407,0.8048105525589262
408,1.3939727674996425
409,1.181138978153835
410,0.9203360771467992
411,1.1160714285714286
412,1.3205535230133072
413,0.6696428571428571
414,0.8928571428571429
415,0.8645052112070127
416,0.972968514183186
417,1.2428045452745584
418,1.5302800447323759
419,0.6696428571428571
